Name,Review,UpVotes,Rating,Date,Opinion Unit,Unsupervised labels
Lerato makhubu,Great video player However when zoom fill screen the video playback changes complete different colour Makes people faces look orangey,3.0,2.0,"February 8, 2020","[['great', 'video', 'player', 'however', 'i', 'zoom', 'fill', 'screen', 'video', 'playback', 'changes', 'complete', 'different', 'colour'], ['makes', 'people', 'faces', 'look', 'orangey'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Neal Tailor,Vlc the best multimedia app since all platforms,,5.0,"January 31, 2020","[['vlc', 'best', 'multimedia', 'app', 'since', '2005', 'platforms'], []]","['Redundant/NA', 'Redundant/NA']"
Ankur Joshi,VLC has always been favorite media player for Windows Now favorite Windows media player for Android too plays everything the other apps can you have media file you can open try VLC,,2.0,"February 15, 2020","[['vlc', 'always', 'favorite', 'media', 'player', 'windows'], ['now', 'favorite', 'windows', 'media', 'player', 'android', 'it', 'plays', 'everything', 'apps', 'ca'], ['if', 'media', 'file', 'ca', 'open', 'try', 'vlc']]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Othman,Loved this app till the recent update Now none albums are showing had add them hand playlist just listen them back the old way fix the problem,9.0,5.0,"December 5, 2019","[['loved', 'app', 'till', 'recent', 'update'], ['now', 'none', 'albums', 'showing', 'add', 'hand', 'playlist', 'listen'], ['go', 'back', 'old', 'way', 'fix', 'problem']]","['Redundant/NA', 'Feature Request', 'Redundant/NA']"
Stephanie Wilson,Audio quality for music really quite bad Crackling all over the place Had abandon the app,4.0,5.0,"December 6, 2019","[['audio', 'quality', 'music', 'really', 'quite', 'bad'], ['crackling', 'place'], ['had', 'abandon', 'app'], []]","['Bug', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Adam Hart,When changing audio output opensl the volume boost isn working,,1.0,"January 31, 2020","[['when', 'im', 'changing', 'audio', 'output', 'opensl', 'es', 'volume', 'boost', '200', 'working']]",['Redundant/NA']
Tarun Reddy,Installed the latest version Looks great seeing problem with the popup player though there way switch off and return the full screen player,,1.0,"February 7, 2020","[['installed', 'latest', 'version'], ['looks', 'great', 'i', 'seeing', 'problem', 'popup', 'player', 'though'], ['is', 'way', 'switch', 'return', 'full', 'screen', 'player']]","['Redundant/NA', 'Redundant/NA', 'neutral']"
Craig Phizacklea,Been using this app since long long time ago even Easy use user friendly subtitle option plus and last but not the least the Equalizer this App lit which good high end EarSets like JBL,2.0,2.0,"December 10, 2019","[['been', 'using', 'app', 'since', 'long', 'long', 'time', 'ago', 'even', 'pc'], ['easy', 'use', 'user', 'friendly', 'subtitle', 'option', 'plus', 'last', 'least', 'equalizer', 'app', 'lit', 'af', 'good', 'high', 'end', 'earsets', 'like', 'jbl'], []]","['Redundant/NA', 'neutral', 'Redundant/NA']"
Raymart de los reyes,Used LOVE the VLC player Android Phones Since some idiot decided delete the ability adjust will looking for new player wanted this level handcuffs use Apple product shame,29.0,3.0,"December 12, 2019","[['used', 'love', 'vlc', 'player', 'android', 'phones'], ['since', 'idiot', 'decided', 'delete', 'ability', 'adjust', 'eq', 'i', 'looking', 'new', 'player'], ['if', 'i', 'wanted', 'level', 'handcuffs', 'i', 'use', 'apple', 'product'], ['a', 'shame'], []]","['neutral', 'Feature Request', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
"Bishop Steiner, the Autistic MechWarrior",wish never updated Keeps crashing pause more more than minute and try resume Also keeps forgetting the library despite being set not rescan,1.0,5.0,"December 25, 2019","[['i', 'wish', 'i', 'never', 'updated'], ['keeps', 'crashing', 'i', 'pause', 'minute', 'try', 'resume'], ['also', 'keeps', 'forgetting', 'library', 'despite', 'set', 'rescan'], []]","['Feature Request', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
paddy Lee,Best the best Now can choose subtitles and audio track Plus sound are available different formats recommend,4.0,1.0,"January 9, 2020","[['best', 'best'], ['now', 'i', 'choose', 'subtitles', 'audio', 'track'], ['plus', 'sound', 'available', 'different', 'formats'], ['i', 'recommend'], []]","['Redundant/NA', 'Redundant/NA', 'neutral', 'Redundant/NA', 'Redundant/NA']"
Сергей Шмандий,What happened with slow speed need games laptop Now pain the but get,7.0,2.0,"January 26, 2020","[['what', 'happened', 'slow', 'speed', 'i', 'need', 'games', 'laptop'], ['now', 'pain', 'get']]","['Performance', 'Redundant/NA']"
Sunny Days,The screen cast doesnt work like before Cannot watch full screen video from one plus Need that screen cast back,,5.0,"February 2, 2020","[['the', 'screen', 'cast', 'doesnt', 'work', 'like'], ['can', 'watch', 'full', 'screen', 'video', 'one', 'plus', '6t'], ['need', 'screen', 'cast', 'back'], []]","['neutral', 'neutral', 'Redundant/NA', 'Redundant/NA']"
DARKSNIPIST,Adding backskip seconds for videos and music would make perfect,,3.0,"February 2, 2020","[['adding', 'backskip', '3', 'seconds', 'videos', 'music', 'would', 'make', 'perfect']]",['Redundant/NA']
Ali Al-Janabi,this app fantastic new update great except now when into details either album playlist longer tells how long said playlist anymore also the new equalizer doesn tell you what dbs you set each level anymore not ideal all Please consider changing,,3.0,"February 14, 2020","[['app', 'fantastic', 'new', 'update', 'great', 'except', 'i', 'go', 'details', 'either', 'album', 'playlist', 'longer', 'tells', 'long', 'said', 'playlist', 'anymore', 'also', 'new', 'equalizer', 'tell', 'dbs', 'set', 'level', 'anymore', 'ideal', 'please', 'consider', 'changing']]",['Redundant/NA']
Knifeplex,VLC shows some inconvenience Audio section shows some GENRES which not available Audio tag Please fix,22.0,3.0,"December 28, 2019","[['vlc', 'shows', 'inconvenience', 'audio', 'section'], ['it', 'shows', 'genres', 'available', 'audio', 'tag'], ['please', 'fix'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Shahibur Rahman,The latest version does not have delete option for single videos single movie There delete option webseries episode then can delete episode but not the last one,2.0,1.0,"January 31, 2020","[['the', 'latest', 'version', 'delete', 'option', 'single', 'videos'], [], [], ['if', 'single', 'movie'], [], ['there', 'delete', 'option'], [], [], ['if', 'webseries', '10', 'episode', 'delete', '9', 'episode', 'last', 'one']]","['Feature Request', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Feature Request', 'Redundant/NA', 'Redundant/NA', 'Feature Request']"
Ajinkya Barge,Current app crashes more than once every single day ever since the update was made also constantly scans through the memory Also premade playlists keep disappearing everytime the app updated what gives,2.0,2.0,"December 12, 2019","[['current', 'app', 'crashes', 'every', 'single', 'day', 'ever', 'since', 'update', 'made'], [], [], [], ['it', 'also', 'constantly', 'scans', 'memory'], ['also', 'premade', 'playlists', 'keep', 'disappearing', 'everytime', 'app', 'updated', 'gives']]","['Bug', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Keith Cedric Quisora,Would love give the app stars but the lack pinch zoom major drawback considering that gesture has been around years was quite shocked that such well known and respected video player does not support,3.0,1.0,"December 27, 2019","[['would', 'love', 'give', 'app', '5', 'stars', 'lack', 'pinch', 'zoom', 'major', 'drawback', 'considering', 'gesture', 'around', '10', '15', 'years', 'i', 'quite', 'shocked', 'well', 'known', 'respected', 'video', 'player', 'support'], []]","['neutral', 'Redundant/NA']"
James,seems very strange bug this called best player automatically decreases the brightness when watching movie then display tap make higher how this happening sorry developers uninstaling,,1.0,"January 15, 2020","[['seems', 'strange', 'bug', 'called', 'best', 'player', 'automatically', 'decreases', 'brightness', 'watching', 'movie', 'display', 'tap', 'make', 'higher', 'happening', 'sorry', 'developers', 'uninstaling']]",['Bug']
naved waris,The redesigned and cumbersome has undone all playlists Had known that before would NOT have updated Can revert back the last perfectly designed and stable version VLC was great now its broken,5.0,3.0,"December 8, 2019","[['the', 'redesigned', 'cumbersome', 'ui', 'undone', 'playlists'], [], [], ['had', 'i', 'known', 'i', 'would', 'not', 'updated'], ['can', 'i', 'revert', 'back', 'last', 'perfectly', 'designed', 'stable', 'version', 'vlc', 'great', 'broken'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Support', 'Redundant/NA']"
Jeff S,This good app but the continuos play not working First you could play long you can But now once its not folder does not play Please something,4.0,1.0,"December 13, 2019","[['this', 'good', 'app', 'continuos', 'play', 'working'], ['first', 'could', 'play', 'long'], ['but', 'folder', 'play'], ['please', 'something'], []]","['neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Paul Mensah Kotoku,Man this simply such amazing player speechless Been using since ages and now use cast content from Synology the projector through chromecast and just fantastic,2.0,2.0,"December 15, 2019","[['man', 'simply', 'amazing', 'player', 'i', 'speechless'], ['been', 'using', 'pc', 'since', 'ages', 'i', 'use', 'cast', 'content', 'synology', 'projector', 'chromecast', 'fantastic'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Jan Nemec,This app was phenominaly good now with the latest update its just annoying Cant play files vlc from storage Most files dont show and have directories find them Its just pain,19.0,4.0,"January 1, 2020","[['this', 'app', 'phenominaly', 'good', 'latest', 'update', 'annoying'], ['cant', 'play', 'm4b', 'files', 'vlc', 'storage'], ['most', 'files', 'dont', 'show', 'i', 'go', 'directories', 'yo', 'find'], ['its', 'pain'], []]","['neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Andrés Caraballo,Ever since the update the videos cannot properly fit screen before Just offer option for rollback fix with the next update very soon extremely boring,4.0,5.0,"December 25, 2019","[['ever', 'since', 'update', 'videos', 'properly', 'fit', 'screen'], ['just', 'offer', 'option', 'rollback', 'fix', 'next', 'update', 'soon'], ['it', 'extremely', 'boring']]","['Redundant/NA', 'neutral', 'Redundant/NA']"
Ian Peter,nice but need some more features like full screen for all videos,9.0,2.0,"January 8, 2020","[['nice', 'need', 'features', 'like', 'full', 'screen', 'videos']]",['neutral']
sanjeev kumar,Good player but latest update broke way too many things Now need recreate all playlists from scratch Devs need test before releasing broken updates,,1.0,"February 9, 2020","[['good', 'player', 'latest', 'update', 'broke', 'way', 'many', 'things'], ['now', 'i', 'need', 'recreate', 'playlists', 'scratch'], ['devs', 'need', 'test', 'releasing', 'broken', 'updates'], []]","['neutral', 'Redundant/NA', 'Support', 'Redundant/NA']"
Rasmus Bertelsen,After the latest update with the changed and all the fast forward when press double click isn smooth and sometimes doens work all becomes irritating Hope you guys give solution for the same ASAP,3.0,4.0,"December 11, 2019","[['hi', 'after', 'latest', 'update', 'ui', 'changed', 'fast', 'forward', 'press', 'double', 'click', 'smooth', 'sometimes', 'work', 'becomes', 'v', 'irritating'], [], [], ['hope', 'guys', 'give', 'solution', 'asap'], [], []]","['Performance', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
Himanshu Parekh,The widget just disappeared from the main screen and the widgets menu Also couldn you add button seconds audio can video would great for podcast,3.0,1.0,"December 12, 2019","[['the', 'widget', 'disappeared', 'main', 'screen', 'widgets', 'menu'], ['also', 'could', 'add', 'button', 'ff', '10', '30', 'seconds', 'audio', 'video', 'it', 'would', 'great', 'podcast']]","['Redundant/NA', 'Feature Request']"
Mai Bonjoch,This would the best app you could stream your iptv video from phone currently plays the stream from only The app more flexible still good app,2.0,2.0,"December 23, 2019","[['this', 'would', 'best', 'app', 'could', 'stream', 'iptv', 'video', 'phone', 'pc'], ['it', 'currently', 'plays', 'stream', 'pc'], ['the', 'pc', 'app', 'flexible'], [], ['it', 'still', 'good', 'app'], []]","['Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'neutral', 'Redundant/NA']"
joe thompson,apologize for the unnecessary complaint actually left music repeat mode that resulted the repetition the same song over and over again sorry once again fams out there who has one complain another check well you are not the cause thank you,3.0,2.0,"December 19, 2019","[['i', 'apologize', 'unnecessary', 'complaint', 'l', 'actually', 'left', 'music', 'repeat', 'mode', 'resulted', 'repetition', 'song'], ['i', 'sorry', 'fams', 'one', 'complain', 'another', 'check', 'well', 'cause', 'thank'], []]","['Redundant/NA', 'neutral', 'Redundant/NA']"
Saturday Richard,listen lot uncompressedlossless audio files love that this app supports many lossless formats particularly flac never have worry about compatibility And its free app,9.0,4.0,"January 10, 2020","[['i', 'listen', 'lot', 'uncompressedlossless', 'audio', 'files'], ['i', 'love', 'app', 'supports', 'many', 'lossless', 'formats', 'particularly', 'flac'], ['i', 'never', 'worry', 'compatibility'], ['and', 'free', 'app']]","['Redundant/NA', 'neutral', 'Redundant/NA', 'Redundant/NA']"
Corey Witte,love vlc player but don like this design old best please change the design next update thanks,28.0,5.0,"December 30, 2019","[['i', 'love', 'vlc', 'player'], [], [], ['like', 'ui', 'design', 'old', 'best'], [], [], ['please', 'change', 'ui', 'design', 'next', 'update'], [], ['thanks']]","['neutral', 'Redundant/NA', 'Redundant/NA', 'neutral', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA', 'Redundant/NA']"
